"Product ID","Product Name","Category","Subcategory","Brand","MRP / Original Price (Rs)","Discounted Selling Price (Rs)","Unit / Pack Size","Stock Quantity","Barcode / SKU (Enter Your Real Barcode Here)","Image URL","Description","Shop Name","Shop ID","Trending","Status"
"fbebb5f7-fc15-4765-915c-bebd955aab26","Bumtum Premium Ultrasoft Daiper Pants (XL) 54 Pcs (12-18 kg)","baby-care","Baby Care","","1217","730","54 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004936607981.jpg.ee2e9b917b.jpg","BUMTUM - Bumtum Premium Ultrasoft Daiper Pants (XL) 54 Pcs (12-18 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 54 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"62226920-e306-4faa-8176-8af4d8ce04ea","Dabur Lal Tail 200 ml","baby-care","Baby Care","","260","220","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/4900047591.jpg.56198e97f1.jpg","Dabur - Dabur Lal Tail 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"2ff45ecd-2154-47ef-a82b-70ee758483b4","Himalaya Baby Diaper Rash Cream with Almond Oil 50 g","baby-care","Baby Care","","150","142","50 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-baby-diaper-rash-cream-with-almond-oil-50-g-0-20210114.jpg.dc0260d17a.jpg","himalaya - Himalaya Baby Diaper Rash Cream with Almond Oil 50 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 50 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"ed556ed4-8dd1-4827-b91c-9c1c83f9b20f","Himalaya Baby Lotion 200 ml","baby-care","Baby Care","","230","218","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-baby-lotion-200-ml-0-20201013.jpg.e9cf708a1c.jpg","himalaya - Himalaya Baby Lotion 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"5ecfca6d-bb2b-41f2-84e1-d6955f681146","Himalaya Baby Massage Oil 200 ml","baby-care","Baby Care","","270","256","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-baby-massage-oil-200-ml-0-20201016.jpg.ea9718240e.jpg","himalaya - Himalaya Baby Massage Oil 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"ad99255e-2145-411c-a7fd-f4c85a1332a1","Himalaya Cow Ghee Baby Cream 200 ml","baby-care","Baby Care","","510","484","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004943372981.jpg.50546f3112.jpg","himalaya - Himalaya Cow Ghee Baby Cream 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"222348ae-5c60-4745-aa53-ea954d7ce47f","Himalaya Cow Ghee Baby Lotion 400 ml","baby-care","Baby Care","","570","541","400 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004943372971.jpg.b9ba4e3e9f.jpg","himalaya - Himalaya Cow Ghee Baby Lotion 400 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 400 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"17ff3fb3-ac43-4efa-ba54-e0baadb36f87","Himalaya Extra Soft & Gentle Baby Cream 200 ml","baby-care","Baby Care","","410","389","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-baby-cream-with-olive-oil-and-country-mallow-200-ml-0-20210607.jpg.13a2ad2219.jpg","himalaya - Himalaya Extra Soft & Gentle Baby Cream 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"eb7cfb5f-eb9c-43af-a98c-40f44f342c5e","Himalaya Gentle Baby Shampoo with Hibiscus & Chickpea 100 ml","baby-care","Baby Care","","115","109","100 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-gentle-baby-shampoo-with-hibiscus-chickpea-100-ml-0-20201029.jpg.09d99a4700.jpg","himalaya - Himalaya Gentle Baby Shampoo with Hibiscus & Chickpea 100 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 100 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"69474a29-8a4a-4e43-b59f-4e6448711c6f","Himalaya Gentle Baby Soap 75 g (Pack of 4)","baby-care","Baby Care","","240","228","300 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-gentle-baby-soap-value-pack-75-g-pack-of-4-0-20201005.jpg.24a3ab514c.jpg","himalaya - Himalaya Gentle Baby Soap 75 g (Pack of 4). Authentic quality fast delivery via SwiftMart. Net Quantity: 300 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"f39e7822-4a28-40ae-8db1-25cd922d13fc","Himalaya Gentle Baby Wash 400 ml","baby-care","Baby Care","","380","361","400 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-gentle-baby-wash-400-ml-0-20210909.jpg.ef63c88473.jpg","himalaya - Himalaya Gentle Baby Wash 400 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 400 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"9b3b290c-4dc4-444b-b8e2-ec9fe9f051ca","Himalaya Gentle Baby Wipes 72 pcs","baby-care","Baby Care","","280","182","72 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/himalaya-gentle-baby-wipes-72-pcs-0-20201103.jpg.06bbd835f7.jpg","himalaya - Himalaya Gentle Baby Wipes 72 pcs. Authentic quality fast delivery via SwiftMart. Net Quantity: 72 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"da01d9ee-0c37-4ddd-a7fb-5c9fdcd3bbdb","Himalaya Pure Cow Ghee Baby Cream 50 ml","baby-care","Baby Care","","160","152","50 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004943367511.jpg.ebce3e5d5e.jpg","himalaya - Himalaya Pure Cow Ghee Baby Cream 50 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 50 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"cbffebad-7a65-44cc-9675-8a1984a46c90","Himalaya Pure Cow Ghee Baby Lotion 40 ml","baby-care","Baby Care","","75","71","40 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004944099171.jpg.a528bf01e1.jpg","himalaya - Himalaya Pure Cow Ghee Baby Lotion 40 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 40 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"2315f40a-e23a-4bc2-ba8f-d07f333d6843","Huggies Wonder Pants (L) 42 count (9 - 14 kg)","baby-care","Baby Care","","795","567","42 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/huggies-wonder-pants-l-50-count-9-14-kg-0-20210723.jpg.fb7335d5ba.jpg","Huggies - Huggies Wonder Pants (L) 42 count (9 - 14 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 42 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"5b3772b5-ac58-466a-83af-c361c882e0cd","Huggies Wonder Pants (M) 50 count (7 - 12 kg)","baby-care","Baby Care","","795","567","50 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004912007031.jpg.1f18f4f73b.jpg","Huggies - Huggies Wonder Pants (M) 50 count (7 - 12 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 50 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"b3eadb87-40ac-42be-802f-d5223fe23cdb","Huggies Wonder Pants (S) 56 count (4 - 8 kg)","baby-care","Baby Care","","795","567","56 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/huggies-wonder-pants-s-60-count-4-8-kg-0-20211229.jpg.5a82ea03bf.jpg","Huggies - Huggies Wonder Pants (S) 56 count (4 - 8 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 56 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"762c8567-bfc9-41ad-9b1d-a811a5b13657","Huggies Wonder Pants (XL) 34 count (12 - 17 kg)","baby-care","Baby Care","","795","567","34 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004912007051.jpg.3b3891eacd.jpg","Huggies - Huggies Wonder Pants (XL) 34 count (12 - 17 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 34 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"a035b5ce-4dc6-4da2-9d42-e1af403bad7f","Johnson's Baby Cream 100 g","baby-care","Baby Care","","225","213","100 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020621.jpg.4c82c1e757.jpg","Johnson's - Johnson's Baby Cream 100 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 100 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"44a7e18f-08dd-4ae1-b156-b74dae086243","Johnson's Baby Cream 200 g","baby-care","Baby Care","","400","236","200 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004923668521.jpg.2d4d2030ab.jpg","Johnson's - Johnson's Baby Cream 200 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"3bd4973a-7377-4a3e-ab04-f1221a4084f9","Johnson's Baby Hair Oil 200 ml","baby-care","Baby Care","","300","285","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020411.jpg.2b8c969d52.jpg","Johnson's - Johnson's Baby Hair Oil 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"9905582c-d5e8-49ce-87a9-304e2dedcf57","Johnson's Baby Lotion 500 ml","baby-care","Baby Care","","500","475","500 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004905387241.jpg.18647d80bd.jpg","Johnson's - Johnson's Baby Lotion 500 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 500 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"83aa0f29-42c4-48f4-aa19-8f58bca7b00c","Johnson's Baby Milk Soap 75 g","baby-care","Baby Care","","75","71","75 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020351.jpg.e0dd68198d.jpg","Johnson's - Johnson's Baby Milk Soap 75 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 75 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"9d23f9b6-49ed-49cb-bf48-1c4f535c5a4d","Johnson's Baby Shampoo 200 ml","baby-care","Baby Care","","240","228","200 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020651.jpg.fd3ca1d5dd.jpg","Johnson's - Johnson's Baby Shampoo 200 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 200 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"2c8916bb-dc5d-45aa-b6f2-172fff8d1694","Johnson's Baby Soap 75 g (Pack of 3)","baby-care","Baby Care","","177","134","225 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004921720411.jpg.00229ac1e2.jpg","Johnson's - Johnson's Baby Soap 75 g (Pack of 3). Authentic quality fast delivery via SwiftMart. Net Quantity: 225 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"ca007a62-6ae3-4ccb-85f4-ca3597af4879","Johnson's Blossoms Baby Soap 75 g","baby-care","Baby Care","","71","67","75 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020311.jpg.713083699c.jpg","Johnson's - Johnson's Blossoms Baby Soap 75 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 75 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"596fda77-a4a2-4817-b722-fce1c349927c","Johnson's Shampoo 500 ml","baby-care","Baby Care","","467","443","500 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020661.jpg.cfb716d068.jpg","Johnson's - Johnson's Shampoo 500 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 500 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"83976ebb-f2d2-43c7-a04b-bbc6daec7e23","Johnson's Soap 100 g (Buy 3 Get 1 Free)","baby-care","Baby Care","","270","241","400 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004911610371.jpg.4eead8984a.jpg","Johnson's - Johnson's Soap 100 g (Buy 3 Get 1 Free). Authentic quality fast delivery via SwiftMart. Net Quantity: 400 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"b69feff6-cb07-4496-aecb-f3c80898fdb2","Johnson's Soap 75 g","baby-care","Baby Care","","70","66","75 g","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020341.jpg.2d10aaa383.jpg","Johnson's - Johnson's Soap 75 g. Authentic quality fast delivery via SwiftMart. Net Quantity: 75 g.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"9e262ddc-1ea0-4c59-993e-b07cf36e9291","Johnson's Vitamin E Baby Oil 100 ml","baby-care","Baby Care","","160","152","100 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004900020501.jpg.f3a3ddae66.jpg","Johnson's - Johnson's Vitamin E Baby Oil 100 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 100 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"18eec807-887c-4ac7-ab9d-bcb3692730e6","Johnson's baby Top To Toe Bath Wash 500 ml","baby-care","Baby Care","","440","418","500 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004908967751.jpg.652d5e8fa2.jpg","Johnson's - Johnson's baby Top To Toe Bath Wash 500 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 500 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"67cde9c0-9e03-4b49-879a-14d18bdf8430","Johnsons Baby Skincare Wipes 72 Pieces","baby-care","Baby Care","","298","187","72 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/4905387211.jpg.92ce016061.jpg","Johnson's Baby - Johnsons Baby Skincare Wipes 72 Pieces. Authentic quality fast delivery via SwiftMart. Net Quantity: 72 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"a3708251-5f65-48ca-a802-fe65c1644597","Little's Premium Comfy Baby Pants (M) 72 count (7 - 12 kg)","baby-care","Baby Care","","1170","760","72 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/4936562301.jpg.be78d1d0ff.jpg","Little'S - Little's Premium Comfy Baby Pants (M) 72 count (7 - 12 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 72 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"13a5f0bc-4ae2-4729-9ec2-0d600cd263ec","Little's Premium Comfy Baby Pants (XL) 54 count (12 - 17 kg)","baby-care","Baby Care","","1170","760","54 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/4936562321.jpg.641459ba44.jpg","Little'S - Little's Premium Comfy Baby Pants (XL) 54 count (12 - 17 kg). Authentic quality fast delivery via SwiftMart. Net Quantity: 54 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"3631fed5-6de3-4d34-82ba-7aba2a47a862","Mamaearth Gentle Cleansing Shampoo for Babies 400 ml","baby-care","Baby Care","","499","474","400 ml","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004914718691.jpg.96312b834f.jpg","mamaearth - Mamaearth Gentle Cleansing Shampoo for Babies 400 ml. Authentic quality fast delivery via SwiftMart. Net Quantity: 400 ml.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"e79c1415-9eab-4a36-a7c2-48a81dfaee6e","MamyPoko Aloevera Extra Clean Wipes 72 pcs","baby-care","Baby Care","","199","133","72 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/0000000004921835111.jpg.ea4869f8cc.jpg","mamypoko - MamyPoko Aloevera Extra Clean Wipes 72 pcs. Authentic quality fast delivery via SwiftMart. Net Quantity: 72 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
"52c0e75c-f714-4346-9290-1a2d565a271c","MamyPoko Extra Absorb Large Pants (Pack of 78)","baby-care","Baby Care","","1452","1017","78 Pieces","100","","https://cdn1.jiomartjcp.com/v2/catalog-cloud/jiomar/original/images/othe/egurhk/.j/pg/4944095931.jpg.0e570e688f.jpg","mamypoko - MamyPoko Extra Absorb Large Pants (Pack of 78). Authentic quality fast delivery via SwiftMart. Net Quantity: 78 Pieces.","SwiftMart Shop","1a828c48-5fb9-47f3-b87e-c3588d888fed","NO","active"
